initial_state_id,path
359,-r2.-f1.-r0.-d1.-r2.d2.-f2.-r0.d0.-f1.d0.f0.f0.d0.-r2.-f1.-f1.-d1.-f0.d1.r2.f0.f2
360,-d0.r0.-d2.d0.r1.-d2.d1.-f2.d1.-d2.-f0.-r2.d2.-d0.-r2.-f2.r2.-f0.-r0.f1.r0.f2
361,f2.-r2.f2.r0.f2.r2.d0.r2.r2.-d0.-r2.-d0.-d2.f1.-f2.r1.d0.-f2.-f2.r1.f0
362,r2.-d2.f2.-d0.-f2.d1.-f2.d1.f0.-f2.r1.d0.r2.f2.r0.-f0.r1.f2.r1.-f1.d1.f1
363,r0.-d0.-r1.f0.r2.-d1.-f0.d0.d0.f1.r0.-f2.-r0.f2.d2.f1.-f0.-r0.-r0.-f1.r2.-d0.f0
364,-r2.f2.-d2.-r2.d0.r2.-f0.r2.-f0.-r1.-r0.f0.r1.f0.-r1.-f0.-r2.f2.-d2.r1.d0.-f2
365,-f2.r0.r0.f0.d0.r0.-r2.-d0.-f2.d2.r2.r2.f1.-d1.f0.f2.-r1.-d2.-d2.f1.d1.r2.d2
366,-d0.-r2.-f1.-r2.-d0.r0.f2.d2.f1.-d0.f2.-d1.d2.-f1.d1.r2.-d2.d0.r0.f1.-r0.d2.d0.d0
367,r2.-d2.-r2.-f0.-r0.-f2.r0.f0.-d0.-r2.f0.-r2.d0.-f0.r2.-f1.-f1.-d0.f2.-d2.f0
368,f1.-d1.f0.d2.-r0.f0.r0.-d0.-f2.-r2.-d0.r0.-r1.-d1.-r0.-r2.-d0.-f2.d2.f2.d0.f2
369,r0.-d2.d1.-r2.-d1.-r1.-f0.-r1.d2.-r0.f2.-r0.r1.-d2.-f1.-r1.-f2.d0.-r0.r1.r1
370,r0.-d1.-r0.-d1.-r2.d1.f0.-d2.f1.d0.-d1.-f2.-d2.-f2.f0.-r1.f1.-d2.r0.d2.-f2.-f1
371,-d2.-d2.-f0.-d1.-f0.-d2.r1.-d1.d2.-f1.r0.f1.d2.-r2.-d2.-f2.-d2.-r1.d2.-r0.f2.-d1.r2
372,-f2.r0.-f0.-r1.d1.f1.-r0.f0.d1.-r0.-d2.-f2.r0.-r2.f0.-r2.-f2.-d2.r2.d0.d0.f1
373,-f1.d2.-r1.-d0.r0.d2.-f2.r2.-d2.d1.-r1.-d1.r2.f1.f1.-d1.d0.r0.-d0.f2.f2.d1.f1
374,-d1.f2.r0.f0.-r1.-f2.-d1.-d2.-r2.-d0.-d1.f0.r1.-f0.-r2.-r2.-f2.-d1.-r2.-f2.f1.r2.f0.f2
375,-r1.-f0.d1.-f1.r0.f2.d2.r1.-f1.-r0.-r0.-d2.-r0.-d0.-d0.r0.d0.-f2.-r2.-f2.-d0.-f0.f2
376,-f0.d0.-r1.-d1.-f2.-r2.f0.-r1.-f0.-r1.d0.f2.-d2.r2.f0.d1.r1.d2.-r1.-f2.-d0.-r2
377,-f2.r0.-d0.-f0.d1.-f2.d0.-f1.-r0.f0.-r2.d1.d1.-r0.f2.-r0.d2.-f2.r1.f2.-r1.-r2.f2
378,d1.r0.-f0.-r0.d1.f0.r1.-d0.-r0.-d2.r0.-f0.-f2.-r1.-f2.d2.-f0.d1.r2.-d2.r0.r1
379,d1.r2.-f1.-d2.-f1.-d2.-r0.-f0.d1.-r2.f2.-r0.-r0.-f0.r0.f1.-d2.-f2.-r2.r1.r1
380,-r2.-d0.-r1.f1.-r2.-d0.-f0.d2.f2.-r1.d2.r0.-f2.-r1.-f2.-r2.-r2.f2.f0.d0.d1.r0
381,-r2.-f0.-d0.-f1.d2.r2.-f1.-d1.-f1.f0.d2.-f0.d2.r1.f0.r1.d1.-f2.d1.-f0.r1.f0.d0
382,f2.d0.r2.-f2.d2.r2.f0.r1.f1.r1.f2.r2.f0.-r2.f0.-d2.-f0.r1.-r2.f0.r2.f2
383,-d2.f1.r0.f1.-d2.-f2.r0.-f1.-r0.f1.f0.f1.-r2.-f0.-d1.f0.-d1.f1.-f0.-r1.r0.d1.d0
384,d2.-r2.d0.r0.d2.-d0.-r2.-d1.-f0.-d1.-r2.-d2.r2.d0.f2.-r1.-d1.-f2.-f2.r1.-f1.-f2
385,r2.d1.r2.f0.-d2.f0.f0.r0.-d0.r1.-r2.r1.-d0.-r1.f2.d0.f0.-r2.r0.-f1.-f2
386,-r0.-d0.r1.r1.-d1.-f1.r2.d1.-r0.-f0.r0.d1.r1.-d2.r2.d0.f2.d1.-f1.-d1.-d1.d0
387,-r1.-d2.f0.d0.f1.r2.f1.d0.-f2.-r2.-f2.d0.-r1.-d0.-r1.-d1.-d1.-f0.-r0.f0.-r1
388,r2.-d2.f0.r1.r1.-d2.-f2.f0.d2.f1.-r2.r1.-f1.r0.f2.-r0.f0.d1.r0.d0.r1.-f0
389,-d1.-r0.-d0.d2.f2.r2.f1.d2.-f1.f0.-r1.-f2.r1.d1.-r1.-d0.-r2.-f0.-r0.-f0.r0.d0.-f1
390,-f2.-r0.-d2.-f2.-r0.r2.-f0.-r1.f1.d0.-f2.-r1.f1.r1.r1.-d1.-r2.-f2.-r0.f2.-f0.r1
391,-f1.d0.-f0.r2.f2.r1.-f2.-d0.-f0.d0.-d2.-f0.r1.f0.-r0.-r0.-r1.f2.r1.-d2.f1.-f0.f2
392,-r1.d2.-f0.-r2.f2.r1.-d1.-r0.-d2.-r1.d1.-r0.-d1.r1.r1.-f0.r2.-d2.f0.-d0.d2.r2
393,-r0.d2.-d1.r2.-f2.d1.-r0.-f2.-d2.-r1.-f2.-r2.-f1.r0.-r1.f1.r1.-d1.-f0.d1.f1.d0.-r1
394,-d2.-f2.f1.d2.f0.-r2.d1.-f2.d1.r0.-f1.r1.r1.-f2.-d0.-f0.-r2.-f0.-d0.-r1.-d2.f0
395,d0.-f0.d0.f1.-r1.d1.r2.-f1.d2.f1.f2.-d1.-r2.-d0.f2.d0.f1.-r2.-f0.d1.r2.-f1.-d1
396,d2.-f0.-r2.-d0.r0.-f0.d0.-f2.f0.d2.-r1.-d2.-f2.d1.d2.-f2.-d1.-f0.d0.r0.r1.d0
397,f1.r2.-d0.-r1.-d0.-d0.f2.-f1.d0.-f0.r0.f0.d1.-r2.f0.f2.d0.-f2.-r0.-d2.r0
398,f0.-r0.-d1.r2.-r1.-d1.-d0.f1.-r2.-d1.-f1.-d0.-r1.f2.-d0.f1.d0.-d2.-f2.-r0.-f0.-d2
399,f2.d0.r1.-d2.-r1.-d0.r2.-d1.-f2.-r0.d0.r0.-r2.d2.-d0.-r2.f0.f1.f1.d2.d1.r1.d0
400,-r2.-f1.-r1.f2.-d1.-r2.-f0.d1.d1.-f0.r2.-f1.d1.d1.d0.-r2.-f2.r1.f2.d0.-f2.-r2.-f1.-f0
401,f2.-d0.f2.r1.-d2.-d2.f0.-d2.f1.-d0.-d0.-r2.-f0.d2.r0.d2.-r2.-d2.r2.f0.-r0.-f0.d2
402,d1.r2.-f0.d2.r2.d0.r0.f1.r0.f1.r2.f2.-r0.f0.r2.-f0.r2.f1.d1.r0.-d2.-d1.-f1.-d0
403,d2.d2.f1.-d2.-r2.d1.f1.-f2.d2.-d0.-r0.-d1.r1.-f2.-d2.r2.f0.-d2.r1.d2.d2
404,-f1.r0.d2.-r0.-f2.-d2.r2.f1.r0.-d2.d1.-f0.-d2.-f1.-d1.r0.-d1.r0.-d2.-r0.-d0.f1
405,d1.-d2.-f0.-d0.-f2.r2.f2.-r1.f2.d1.d1.-r0.-r0.-f2.r2.-r0.f0.r0.-f1.-d1.-f2.d1.d2
406,-d2.-f0.-d0.f1.d1.-r0.d0.r2.-d0.r2.f1.-f2.r2.-f0.-r0.d1.d2.f0.r1.-r2.f0.-r1
407,-d1.r1.f0.r2.-d2.-f1.f0.r0.-d1.-r2.d0.f0.r1.d2.r0.f1.-r1.-d0.-f2.d0.-f0
408,d2.-r0.f2.-r2.f1.-f0.-r1.-r1.-f2.-d2.r1.f0.-d1.f2.-d2.r0.f1.-f0.r1.d1
409,-f0.d0.-f0.r0.-d2.r2.-d2.-d2.f0.d0.-f1.-r1.-f1.r0.-f2.r0.-d2.-r0.-f0.d2.-r2.-r0.-d1
410,-f0.-r1.-d1.f1.d0.-d2.f0.-r0.-f1.-d0.-r2.d0.f0.-d0.-f1.-d2.-r2.d2.-f2.-r2.f1.-r1
411,-f1.-r1.f0.-d2.-f2.-r0.-f2.-f2.d0.-r0.-d0.f1.-d0.-r2.-f1.r2.f2.r2.f1.-r2.-f2.f0.-r2
412,-r0.-r0.d0.d0.-f2.r0.-f0.-r0.d1.f2.-f0.-r0.-f2.r0.-d0.-r0.-f0.f1.f2.-r0.-f0.-r2
413,-f1.d0.-r1.-f0.-d2.-r1.-r1.-f0.d1.-r2.d0.-r1.d2.-f2.-f2.-d2.-r1.-f0.r0.r0.f0.r0.-r2
414,r0.-d2.-r0.f2.f0.-d1.-r0.d0.-r0.d0.-f2.-d2.r2.r2.-f2.-r2.f2.f2.-d2.-d0.-r1.-d1
415,-f2.-f2.d0.-r1.d0.r0.-d1.r1.-r2.-f2.d0.-r0.-d1.r0.f2.-r1.-r0.d2.d1.r1.-f2.-r2.f0
416,-d2.-f0.d2.-f2.-d1.-r0.f1.-d1.-f1.r1.f0.r0.-f1.f2.r2.f2.-d2.-d1.-r1.f1.r0.r2
417,f0.r2.f0.-d2.-f2.r1.-f2.-r1.-d2.f0.r2.-d2.-r0.f1.r0.d1.-r0.-f0.-r2.d0.r2.d1.d0
418,d1.-f2.-d2.-f2.-d2.r0.-f2.-r2.f1.-d2.d1.r0.-d1.-f0.r2.-d2.f2.-d0.-f2.d2.f2.r2
419,-f0.d0.-r2.f2.r2.f2.-d2.-r2.-r2.d0.d0.-f0.r0.f0.-f2.-r1.f2.d1.-r2.-d1.f0.f1.d0
420,-f2.r1.f2.r0.f0.r1.-d0.f2.d1.-r1.r0.d2.f2.r1.-d0.-f2.-r2.-d1.-r2.d1.r0.-d1
421,-f1.d0.-f0.d1.-f2.d0.-r0.-d2.r0.-d2.-r0.d0.-f2.r2.-f1.r2.f2.f2.r2.-d1.-r2.-f2.-d1
422,d0.f1.-d0.-d0.r2.r2.-d2.-r1.r2.-d1.f0.r1.d0.-d2.f0.-d0.r0.-f0.-r2.f2.f1.d2
423,r2.-d2.-r1.f2.d2.f2.-r0.-f0.-d1.-d1.r2.d2.f2.-d2.-f0.r2.-f0.-f2.-d2.r2.d1.-f1.-d0
424,-d2.-r1.-d0.-f0.d2.r2.-f2.r1.f0.d2.r2.-f1.-d1.-r2.d2.r0.d0.-f2.d1.r2.-d1.f2.-d0.-r0
425,-r0.r1.-d2.-f0.d1.f2.r0.-f2.-d2.-f0.f2.d2.r2.-d2.r2.-d0.-f2.d0.f2.r1.d0.d0.-r0
426,f1.-d2.f2.r2.-d1.-r1.-f0.-d0.-r1.-d0.-f0.-d0.f2.d0.-f1.-r1.d0.-f0.d1.-f2.d2.-f0
427,f1.f1.d1.-f2.-r2.-f0.r0.d2.-r2.d1.d2.f2.-d2.-f0.-r0.-d2.-f0.-r0.-f2.d1.f2.d1.d2
428,d1.-f0.r1.-d2.r1.d0.-f2.r1.d2.-r2.-f0.d0.-r2.d1.-d0.-f0.r2.-f1.r1.r0.f1.d1.-f0.d2
429,-r2.-f2.-f2.-d0.-f1.r0.-f0.f2.-d2.d1.f0.r0.f2.r2.-r1.f0.r0.-f0.-d0.f2.-d1.-d0.-r2
430,d1.r1.d0.-f2.r2.-f2.r0.-d0.-f2.d1.d2.-f1.r2.d2.-r2.-r0.-f2.r0.d2.-f0.-d1.f2.d0.d1
431,d1.f0.-d1.r1.d0.r0.d0.d1.f0.-d1.-f2.d1.-r2.-f2.r2.f0.d2.-f2.d2.f1.r2.d2.-r2
432,-d1.-r2.-f1.r2.f0.f0.d0.r0.d0.-d2.-f1.-f2.-d2.d0.-r1.r0.-d1.-r1.f0.r1.-f0.-d2.-f1.r2
433,-d0.f0.-d0.-f1.-d0.r1.r1.f2.d2.-f2.-d2.r0.-f0.d0.-r1.-d0.f2.d0.f1.-d0.r0.-f2.r1
434,-f0.r0.-d2.f0.d0.r0.-r2.f1.-r2.d0.r1.-f0.d1.-r2.f2.-d1.r0.-r1.d0.-f1.r2.f1
435,r0.d2.f1.-d0.f1.d0.-r2.d2.-r1.r0.d0.-f2.f0.-d1.f1.-r1.-r0.-f1.d2.f1.-r2.d0.f1
436,f2.r2.r2.d1.-r2.-d2.d0.r2.d0.f1.-f0.d2.f1.-r1.-f2.r1.d2.d2.f2.f2.-d0.-d1
437,-d2.-f0.d0.-r1.d0.r2.-d1.-r1.-f1.-d0.-f0.-d2.-f0.-r0.-d1.r0.-d0.-f1.r0.d0.f1.-d0.d2
438,-r0.d2.r0.f2.d1.r0.-d1.f0.d2.-r0.d1.f1.d2.-f2.-d2.r1.-d1.r2.d0.-f2.-r1.-d1
439,-d1.-f1.r2.-d0.-f2.-r0.-d1.-r2.r1.-f0.-r2.-f0.r2.-f0.-r0.f2.r0.d2.f0.f0.d1.-f1.-d1
440,-d1.f0.-d0.-f2.r0.-f1.-r1.d1.-f2.r2.d2.r0.-d1.-r0.f1.d0.-f1.r0.-f0.-r1.d0.-f2
441,-r2.-f2.d1.r0.-d2.-f1.-d1.-r0.-f2.r2.d2.r0.f1.d0.-f1.r0.f0.r1.f1.-d0.-f1.-d0.-f1
442,-f2.-d2.-f2.d1.-r2.f0.f0.-r0.r1.f0.-r0.f0.-d1.-r1.-d2.-r2.-f1.-r0.r1.d1.-r2.d1
443,-f0.-r1.-d1.-f1.-d1.f2.r0.-d0.r0.-f1.d2.f1.-d2.-r0.d2.-r0.-f2.f1.d2.-r0.-d1.-f2.d1
444,f0.d2.-d1.r0.-r1.-f1.r0.d0.-d2.f2.-r2.-d2.f2.f1.f2.d1.-f1.d0.r1.d2.-r0.f0.-d2.-r0
445,r2.r2.f2.-f0.-d2.-r1.f0.-d2.f0.-r0.-f0.-r0.-r0.f2.-d0.-f1.-d2.-f0.f1.d2.f2.f2.d0
446,-d2.f1.r2.-d2.f2.-d0.-f2.-d1.r0.f2.f2.r1.d2.r0.-f2.-r0.d2.-f1.d0.r0.-r2.f2
447,f1.-d2.f0.f0.r2.-r1.-f2.r0.-d2.-f2.-r1.-f1.r1.-d2.f1.-r1.-d0.-r2.-d2.-f2.r1.-f1.-f2
448,d2.r1.d2.f2.-d0.-r1.f0.-d2.-f0.-d2.f0.-r0.f0.f0.d2.-f0.d0.-r1.d0.f0.r1.-f0
449,-d0.-r1.-d0.f1.-d2.-f0.f2.d2.f0.d0.-d2.-r1.f2.d1.f2.-r0.-d1.r0.r0.-d2.f2.d2.r2
450,f1.-f2.-d1.-f1.r1.d2.-r2.d2.-r0.-f0.-d1.r1.-r2.d2.r2.d0.-r2.-d2.f2.-r0.-f1.d0
451,-f0.-d1.-f2.-r0.d1.-r1.d2.f1.-d1.r2.-d2.r2.f2.-f0.-f0.-d0.f0.d0.-r1.f0.r1.f0.-d0
452,-r2.f0.-r1.f0.-f2.d0.-r1.r2.-f0.d0.-f2.-r0.f0.r1.-f0.r1.f2.r2.-d2.-r1.f0.-r2
453,r0.-r2.-f2.-r1.d2.-d1.-f0.d2.-f2.-r2.d2.f1.-f2.-r0.d2.r0.f0.-r2.-r2.d1.r2.r2.d1
454,-d0.-f0.r0.-r1.f2.-r1.f1.r2.d1.r0.-f0.-r0.d0.-r0.-f0.-d0.f2.-r1.-r1.d0.r1.-d0
455,-r1.-d1.f0.r1.-f2.-d0.f2.-r0.f0.f0.r2.f1.r1.d1.-r0.-f1.-d0.f1.r0.-d1.f2.-d1.-d1
456,-r2.-r2.-f2.r0.d2.f1.f1.r0.d1.-f2.-f2.d0.-f0.r1.-f2.-d2.-f1.-d0.r1.-f2.-r1.-f1
457,-d0.r2.-d2.d1.-f0.-r2.-f2.-r2.-f2.-d1.d2.r2.d2.-f0.-r1.d0.f0.-r0.-r2.-f0.r1.f0.f0
458,f2.r1.-d1.f2.r2.d1.f2.-r2.-d1.d2.r0.-f2.d1.-r0.r2.-d0.r0.-f0.-r0.-d0.-r1.d0
459,d1.-r2.-d0.-f0.d2.r2.-r0.-f0.-f0.r0.-d1.-r2.f1.r0.d1.f1.-r0.d1.r0.f2.r0.-f0.f2
460,r1.d2.f0.-d0.-f2.-d2.-f0.r2.d0.f1.r0.-f1.d0.-d1.-f1.d0.-f1.d1.d1.-r0.-d2.-f2
461,-r2.d2.-d1.f1.-r2.d2.-r0.-f0.-r2.-f2.d2.r2.f2.-d0.f2.-r2.-f2.-r2.d0.r2.-d1.f2.-d2
462,-d2.-d2.-f0.-r1.-d0.-r0.r1.-f0.-r2.-d1.f1.f0.d1.f0.-d2.-d2.f2.r1.d1.-r1.r2.d0
463,-d0.-d0.f2.r1.f2.r2.d1.-f0.d0.f2.r0.d0.-r0.-d2.-d2.r1.d2.r2.-d2.-d2.-f0
464,-d2.-f2.d0.f2.-d1.f2.f2.-r0.f0.-f1.d1.-r0.f1.r2.d2.f1.d0.d0.-d1.-f1.-d2.r2
465,d0.-r2.d0.r2.f0.d1.-r1.d0.-r0.-f0.-d2.-r0.f0.d2.-r0.f2.-d2.-r2.f0.-d2.-f0.-d2.-f0
466,r2.-r0.-d0.f0.r1.-r2.f0.d0.-f2.r0.f1.-d1.-f0.r2.r2.d0.f2.d0.-r2.d0.-f2.-d1
467,d0.r1.-d0.r0.-d0.f1.-r2.d0.-r2.-f1.r1.f0.r2.f2.-d0.-r2.d0.r0.-d2.-f2.-d1.-r0.-f0
468,-r1.-d2.-r0.d0.f1.r1.f0.-r2.f2.-r0.f2.r0.-d1.-r2.d1.r0.-d1.-r0.f2.r2.-r0.-d2
469,-d1.-f1.r0.-f0.d0.f2.-r0.f2.r2.d2.-f0.-d2.f0.d2.-r2.d2.f0.r0.-f0.d0.d1.r0.-d0
470,f1.d0.-f1.-r1.-f0.-d2.f1.d2.r0.d2.-f1.-r2.-r2.-f2.r0.f0.d0.-f0.r0.-d0.-r0.f0
471,f0.d2.r0.f2.d2.-f2.d2.-f2.f0.-d2.r2.-f0.-d0.f0.-r0.-d0.f1.-r2.-f0.r1.f0.r2.r2
472,f0.f1.r1.-d1.-d1.r2.-d2.-r0.d0.-r1.d2.-f0.d0.f0.-d2.d1.r1.-f2.-d0.f2.r2.d0
473,r0.d2.f1.-d0.-f2.d2.-f2.-d2.d1.d1.-f0.-r2.d0.-r2.d0.f2.-d0.-f0.-r0.-r2.-d2.r0.-f0
474,-d2.r1.r1.-d1.-r1.f1.d1.r2.d0.-r2.-f0.d0.-f0.r1.d2.-r1.d2.f2.d2.f0.f2.-d0
475,d1.-f1.-d0.d1.-r2.d0.f2.r0.-d2.f2.-d1.r1.f2.f2.-r1.f0.f0.-d0.-r1.d0.-r2.-d0.r1
476,f2.-r1.d0.r2.-d2.d1.-f0.d0.-d2.f1.d2.r1.-d2.-r2.-d0.r2.-f0.r0.-d2.f2.-d0.-r2
477,r0.-d0.f0.r2.-f1.r2.-f0.-f0.r0.f0.-f2.-r1.-f2.-r0.-f1.-d0.-r0.d2.r1.r2.-r0.f0.r0
478,-f0.-f0.-d1.r2.-d1.-r0.d2.d2.-f0.-r2.-d2.f0.d0.r2.-d1.f1.d1.f2.r0.f0.-d2.-f1
479,-d2.-r1.f0.-f1.-r1.d1.-r0.-f2.-d1.d2.-r2.-r2.-d1.r2.d0.-f2.-d0.r1.-f0.-d0.f0.-r2.f0
480,f0.-r2.-d0.-f0.-d0.f2.-d1.r2.f2.r2.-f1.-r0.d1.-r2.-d1.-f0.r0.r1.-d1.-f0.d0.d1
481,-f0.d0.-r0.r1.-d1.-f2.r2.f2.-r1.-d2.-d0.-r1.-d0.-f2.r1.-f1.-d1.f1.r1.-d0.r2.f2.f2
482,-d1.r2.d0.-r2.-f1.r1.-d1.r0.f0.-d2.-f2.d0.f2.-r1.-d1.-r2.-f1.-r2.d1.r1.f2.r1
483,-d2.f0.-f2.-r2.-d1.r1.f0.-r1.-r0.-r1.d1.-f2.f0.r2.d0.r1.-d0.-r1.-r1.-f0.-r2.-d0.r2
484,-f2.d2.f0.d2.f2.d1.r1.d1.d0.f1.f2.f2.-r2.r1.-f2.-r1.d0.f2.-r1.-f1.-d2.r0
485,-f1.f2.-d0.-f2.-r0.-d2.f1.f2.-d2.-r2.-r2.f0.r2.d2.r2.r2.d2.d2.-r2.f1.-d0.f0.r0
486,r0.d0.f0.-r1.-f0.-d2.-f0.-r0.-d2.r1.-f1.-d1.-d1.-f0.-d0.r0.-f2.-d2.-r2.d2.-r1.d2
487,-r1.-f0.d2.r0.-f2.f0.-r2.d2.-r2.d2.f1.-r1.d1.f0.-r1.f2.-r1.-f2.r1.-d0.-f2.-r0.d2
488,d1.f2.-d0.r0.d2.-r1.-f0.-r1.-d2.f1.r2.-f0.-d2.-r2.-r2.-f1.d0.d2.-r2.-d1.r0.r2
489,-f0.-r2.d1.-r0.-d0.-r2.d2.f0.-d1.f0.d2.-r1.d1.-d0.r2.-f0.r1.-f0.-f1.-d1.-d1
490,-r0.f2.-r2.f2.d1.r1.d0.-f2.r0.-f0.r2.-d2.-f1.-r0.-f0.-r2.d2.-r0.-d2.d0
491,r2.-f2.d2.-f2.d1.r1.f1.-r1.d1.r1.-r2.f2.-d0.d2.-r0.d2.-f2.d2.f2.-d0.-f2.d2.-f0
492,-r2.-f0.-d0.-r1.d1.-d0.-f2.-d0.-f2.-d0.-d0.-f2.-r0.-d0.f0.d0.-f0.-r2.f1.f0.r0.-d0.-d0.r2
493,-r0.-f2.d2.-d0.-r1.-d2.r0.d0.f0.d1.-r0.-d1.f2.-f0.-r1.-d0.-r0.f1.-r2.-f1.r0.-f2.r2
494,d2.f2.r1.-r0.f0.d0.f1.-d1.-d1.r2.f2.-d2.r0.-d2.-f2.d0.f2.-d0.r2.d0.-f2.d1.-f2.-r0
495,-f2.-d2.-f0.-r0.-r2.f0.-r0.f0.-r2.f0.d0.-r2.-f2.-f2.d2.f2.-f1.-r1.-r0.f1.-d2.-r1.d2
496,d0.r1.f1.-d2.-r0.d0.-r0.f1.d0.-f0.d1.f1.-f0.-r0.f0.-d2.f0.f0.r0.-f0.-d0.f0.r0.f0
497,r1.-d1.-r2.f0.-d2.-r1.d1.-r1.-d2.r0.r0.d2.d2.r0.d0.r2.-d0.-f0.d2.-f0.-d0.r0.f0
498,d2.f2.r2.d2.-f0.d2.-r1.-f0.r2.-f2.r0.d2.r2.-d2.f2.d2.-f1.-r2.d2.r2.d2.r0
499,-r2.f0.-r1.d2.r1.f0.r2.-r1.-d2.-f2.-r1.f0.-f1.-d0.-f2.d0.-f2.-f2.d1.r0.-f2.f0.-d1
500,f1.r1.-f2.r2.-d2.-r1.f2.r2.-d2.r0.f0.d1.-r0.f0.-d0.-f0.d0.r0.f0.-d1.-r1.f2
501,f0.r2.-d0.-r1.d0.f0.-d2.r2.-f2.-d0.-r1.-r0.d1.-f2.-r1.-r2.f0.-d2.r2.-f2.-r1.f2.-r2
502,f0.-r1.-d0.r1.-f0.d2.-f0.f2.d1.-d2.r0.-f2.r0.-f0.r2.d2.f1.r2.-f1.-d2.-r2.d2.-r1.-f0
503,-d2.-d2.r0.-f0.r1.-r0.-d1.f2.d1.-f1.-r2.d0.-f0.r1.f0.-d0.d2.-r0.r2.-d0.f0.d0.r2
504,-r2.d2.-r1.f0.r0.-f2.r0.r0.-d1.-d1.d2.-f1.-d2.-r2.-f1.-f1.-f2.d2.-r1.r0.-d1.d2
505,-f1.r0.-d1.f2.-r1.f2.-d2.-r2.f2.-r2.f0.-f2.r2.f2.r0.-f1.-r2.r1.-d0.-r1.-r1.-r0.-d1
506,-r0.-d1.f1.d0.f1.r1.f1.-d2.r2.f2.-r1.d2.r1.-f2.-d0.-f0.r0.-d0.f2.-d2.r0.f0
507,r2.f2.r0.-d2.f0.d1.r2.-d2.f0.-r1.-d1.-f0.-d2.r2.f1.d2.-f1.-d2.-f1.f2.r2.-f0.-r0
508,-r0.-d1.f1.-d0.-f0.-r0.-d0.r0.-d2.r1.-f0.d0.d0.-r2.r0.-d2.r1.d2.-r0.-r0.-d0.r0.-d2.-d1
509,-r0.f1.-r0.-d0.r0.r0.-d2.-d2.-r1.f2.r1.-r2.d1.-r2.d0.r0.-d2.f0.r1.-f0.-r1.d2.-r0
510,d1.f0.d1.f0.r2.-f1.d2.r2.r0.f1.-d2.-f2.d2.f2.-f1.d0.f1.-r1.-r1.f2.-d1.-d0
511,-d0.r0.r0.-f1.-d0.-r2.f1.r1.f0.-f1.r2.-f2.d0.-r1.-r1.f1.r0.r0.f1.d2.d0.-r1.d0
512,-f2.-d0.f0.-r1.d1.-r0.-f0.-d1.r0.-f1.r1.f0.r2.r2.f2.-r2.f1.r2.-r0.-f1.-d0.-d0
513,d1.-r2.-f2.d2.r0.d0.-r2.-f1.-r1.d2.-r2.-d0.-r2.-d0.-d2.d1.-r0.-f0.r0.-d2.-r2.-d0.-d1
514,d0.f0.d0.f2.d0.-f0.f2.d2.r0.f0.d2.r2.f2.-d1.r2.-f2.-d2.f1.-d1.f1.-d0.-f1.-d2.d1
515,-f2.d0.r2.-f1.-r0.-d2.-d2.-f0.d1.-r2.d0.r1.-f2.r1.d2.f1.-d2.f1.-r1.-d0.r1.f0.-d2
516,d2.f0.r1.f2.-r0.-d0.d1.f2.d1.-f0.-r1.f1.f1.d1.d0.r1.d1.-r0.-f2.-r2.-r2.f1
517,d2.f0.r0.f1.r0.d0.-r1.-f0.-r1.f1.d0.-f2.f0.-r0.d1.d0.r2.-d0.r0.d0.r0.-d0.r2
518,-d2.r2.f0.-r2.f2.d2.-f1.-d0.f0.-r2.-d2.r2.-d0.-r1.-d0.-d0.-r1.d1.r2.r0.-d2.-r2
519,d2.r2.d1.f0.-d2.f2.d0.r2.d2.-f1.-r1.-f0.-r0.r1.f1.-r0.f0.r2.r0.-f1.r2.-d0.f1
520,-f1.-r1.-d2.f1.-r1.d0.f0.-d0.f0.-r0.d1.-f1.r2.-d0.r2.r0.d0.f1.-f0.d0.-f2.-d0.r2.-d0
521,-f2.d2.-r2.-f0.-r2.-d0.-r2.-f1.-d2.-f0.f2.-r2.-f1.d2.f2.-d2.-r2.d0.f1.d0.-f2.-f1.-f2
522,d1.-r1.d1.-f1.-r2.-d1.r0.f1.d0.f0.-d2.-f2.f0.r0.-f2.-r2.-f2.-r1.d1.r1.-d0.-d0
523,r0.-d1.f0.r0.-d1.d2.f2.f0.f2.r1.-d0.-r0.d1.-r1.-f1.r1.-f0.-r2.f0.d2.-f0.r1.-d1
524,r2.d2.-f1.d2.f0.-d0.r2.-f2.-r1.f1.d2.-r2.f0.-d1.-r2.d1.-r1.-f2.-r0.-d0.-d0.f0
525,d1.-f2.-d2.f0.-d2.-r1.-f0.r0.-f1.d2.f0.r2.-f2.-d0.-r1.d1.r1.d1.-d0.f1.-d0.-d0.f1
526,d1.-f1.d2.-f2.r1.-f2.d0.f1.d1.-d2.f0.-r1.r0.-f0.-r0.-r2.d1.d1.f0.-r1.-d2.d1.-f0.-d1
527,-r0.f1.d1.-d0.r2.f0.-d2.r1.f1.-r0.-d1.-r0.-r0.-d1.-f1.-d1.d2.f1.-r2.-f2.-d2.f2.d2
528,-f0.-r2.-d1.f2.r1.-d2.-f1.d1.d1.-f0.-d1.-r2.-f1.d1.-r0.d0.f0.-d2.-r1.-d1.-r0.d1.d0.f0
529,f2.-r0.d0.f1.-r0.-f2.-d2.-r2.-d0.-d0.r2.-f2.-d2.-f0.d2.f2.-r0.f0.r0.f1.r2.-f2.-f2
530,-r1.-d0.-f0.d2.-f1.-d2.-r0.-f1.-d2.-r2.-r1.-r2.d1.-f0.-d2.-r2.f1.-d1.-f1.-d0.-f1.-d1
